Ademuz;400.667;-12.833
Adi¢s;426.872;-17.354
Ador;389.182;-0.2225
Ador;389.182;-0.2225
Adra;367.474;-30.160
Adra;367.520;-30.160
Adrall;423.263;14.009
Adrall;423.263;14.009
Adri;420.519;27.382
Adsubia;388.482;-0.1532
Adsubia;388.482;-0.1532
Aduanas;387.962;0.1820
Aduna;432.667;-20.500
Adzaneta;402.167;-0.1667
Adzaneta De Albaida;388.334;-0.4977
Ag¢n;418.557;-14.523
AgÅÇs;432.000;-54.500
AgÅÇs;432.000;-54.500
AgÅimes;279.830;-154.585
AgÅimes;279.051;-154.454
Agaete;280.971;-156.992
Agaete;280.986;-156.990
Agarre;432.367;-27.506
Ager;419.996;0.7619
Ager;419.996;0.7619
Agoncillo;424.467;-22.898
Agoncillo;424.467;-22.898
Agost;384.400;-0.6384
Agost;384.400;-0.6384
AgrÇs;387.804;-0.5159
AgrÇs;387.804;-0.5159
Agr¢n;370.333;-38.333
Agra;428.500;-80.833
Agram¢n;384.219;-16.375
Agramunt;417.869;10.968
Agramunt;417.833;11.000
Agua Amarga;369.399;-19.350
Aguadulce;368.152;-25.667
Aguadulce;368.152;-25.667
Agualada;431.667;-88.000
Aguamansa;283.500;-164.833
Aguar¢n;413.390;-12.706
Aguar¢n;413.390;-12.706
Aguas De Busot;384.992;-0.3628
Aguasantas;422.396;-77.881
Aguascaldas;424.139;0.4436
Aguaviva;413.000;-23.833
Aguaviva;408.221;-0.1953
Aguaviva;408.221;-0.1953
Aguda;434.705;-57.372
Agudo;389.818;-48.713
Agudo;389.818;-48.713
Aguil¢;415.528;14.184
Aguilafuente;412.267;-41.119
Aguilafuente;412.267;-41.119
Aguilar;405.903;-0.7959
Aguilar De Camp¢o;427.944;-42.578
Aguilar De Camp¢o;427.944;-42.578
Aguilar De CodÇs;426.131;-23.892
Aguilar De La Frontera;375.145;-46.562
Aguilar De La Frontera;375.145;-46.562
Aguilar De Segarra;417.482;16.292
Aguilar De Tera;419.851;-58.440
Aguilar Del R°o Alhama;419.621;-19.934
Aguilarejo;417.616;-46.236
Aguillo;427.379;-26.377
Aguinaga;431.180;-23.238
Aguino;431.063;-62.729
Aguir¢;423.985;0.9434
Agullana;423.939;28.466
Agullana;423.939;28.466
Agullent;388.227;-0.5483
Agullent;388.227;-0.5483
Agust°n;429.564;-73.200
Agustinos;372.207;-33.445
Ahigal;401.895;-61.882
Ahigal;401.895;-61.882
Ahillones;382.667;-58.500
Ahillones;382.667;-58.500
Aiguafreda;417.677;22.509
Aiguafreda;417.677;22.509
Aiguamurcia;413.294;13.583
Aiguaviva;419.384;27.622
Aiguaviva;419.384;27.622
Ailanes;428.651;-37.400
Aineto;423.924;-0.1940
Ainz¢n;418.164;-15.200
Ainz¢n;418.164;-15.200
Aitona;414.941;0.4584
Aitona;414.833;0.4667
Aitze;432.667;-21.667
Aiz†roz;430.221;-17.972
Aizarna;432.344;-22.261
Aizarnaz†bal;432.556;-22.357
Aizarnaz†bal;432.556;-22.357
Aizo†in;428.500;-16.333
Aizpurucho;431.500;-23.500
Ajalvir;405.320;-34.784
Ajalvir;405.320;-34.784
Ajo;434.785;-36.120
Ajo;434.785;-36.120
Ajofr°n;397.129;-39.818
Ajofr°n;397.129;-39.818
Ajurias;432.516;-26.585
Al†jar;378.741;-66.654
Al†jar;378.741;-66.654
Al†s;423.516;15.071
Al°a;394.480;-52.175
Al°jar;367.334;-62.873
Al°ns;424.347;0.6278
Al¢n;430.135;-88.300
Al¢s;427.000;11.000
Al¢s De Balaguer;419.124;0.9602
Alac¢n;410.257;-0.6978
Alacu†s;394.500;-0.4500
Alacu†s;394.500;-0.4500
AladrÇn;412.500;-11.500
Alaejos;413.073;-52.157
Alaejos;413.073;-52.157
Alag¢n;417.696;-11.191
Alag¢n;417.696;-11.191
Alag¢n;417.667;-11.167
Alajer¢;280.621;-172.407
Alalpardo;406.274;-34.728
Alalpardo;406.274;-34.728
Alameda;372.087;-46.586
Alameda;372.087;-46.586
Alameda;412.731;-36.496
Alameda;412.731;-36.496
Alameda De La Sagra;400.120;-37.925
Alameda De La Sagra;400.120;-37.925
Alameda De Osuna;404.500;-35.833
Alameda Del Valle;409.187;-38.424
Alameda Del Valle;409.187;-38.424
Alamedilla;375.823;-32.424
Alamillo;386.833;-47.833
Alamo;376.356;-64.332
Alamo;376.356;-64.332
Alan°s;380.333;-57.167
Alange;387.849;-62.457
Alange;387.849;-62.457
Alar Del Rey;426.604;-43.127
Alar Del Rey;426.604;-43.127
Alar¢;397.040;27.914
Alar¢;397.040;27.914
Alaraz;407.489;-52.878
Alarc¢n;395.500;-20.833
Alarc¢n;395.500;-20.833
Alarilla;408.471;-31.031
Alatoz;390.950;-13.610
Alatoz;390.950;-13.610
Alayor;399.346;41.420
Alb†nchez;372.836;-21.823
Alb°;414.223;0.9371
Alb°;414.223;0.9371
AlbÇniz;428.833;-23.000
Alb¢ns;421.049;30.853
Alb¢ns;421.049;30.853
Alba;406.183;-13.466
Alba De Tormes;408.266;-55.124
Alba De Tormes;408.266;-55.124
Alba§†;423.000;27.333
Albacete;391.800;-21.367
Albacete;387.333;-20.000
Albacete;389.958;-18.578
Albacete;389.958;-18.578
Albacete;389.970;-18.545
Albacete;389.970;-18.545
Albacete;389.970;-18.545
Albacete;389.833;-18.500
Albacete;389.833;-18.500
Albacete;389.833;-18.500
Albacete;389.833;-18.500
Albacete;389.833;-18.500
Albacete;389.833;-18.500
Albacete;389.833;-18.500
AlbagÇs;414.480;0.7394
Albaida;388.333;-0.4667
Albaida;388.500;-0.5167
Albaida;388.380;-0.5172
Albaida Del Aljarafe;374.235;-61.667
Albaida Del Aljarafe;374.235;-61.667
Albaina;426.898;-26.344
Albal;394.000;-0.4167
Albaladejo;386.189;-28.078
Albaladejo Del Cuende;398.068;-22.290
Albalat;397.000;-0.3333
Albalat;397.000;-0.3333
Albalat De La Ribera;392.000;-0.3833
Albalat De La Ribera;392.000;-0.3833
Albalat Dels Sorells;395.333;-0.3500
Albalate;403.667;-22.667
Albalate De Cinca;417.224;0.1453
Albalate De Cinca;417.224;0.1453
Albalate De Las Nogueras;403.667;-22.667
Albalate De Zorita;403.081;-28.427
Albalate De Zorita;403.081;-28.427
Albalate Del Arzobispo;411.217;-0.5114
Albalate Del Arzobispo;411.217;-0.5114
Albalatillo;417.333;-0.1500
Albandi;435.710;-57.376
Albarca;413.000;0.9167
Albarellos;419.490;-74.954
Albares;403.069;-30.090
Albares De La Ribera;426.077;-63.667
Albarrac°n;404.082;-14.438
Albarreal De Tajo;398.970;-42.289
Albarreal De Tajo;398.970;-42.289
Albatana;385.706;-15.221
Albatarrech;415.667;0.6000
Albatera;381.833;-0.8667
Albatera;381.790;-0.8706
Albelda;418.650;0.4584
Albelda;418.650;0.4584
Albelda De Iregua;423.584;-24.728
Albelda De Iregua;423.584;-24.728
Albend°n;376.703;-42.385
Albeos;421.333;-82.500
Alberca;404.891;-61.111
Alberguer°a;421.167;-75.500
Alberique;391.171;-0.5212
Alberite;424.070;-24.389
Alberite;424.070;-24.389
Alberite De San Juan;418.201;-14.706
Albero Bajo;420.167;-0.3833
Albesa;417.528;0.6594
Albesa;417.528;0.6594
Albi§ana;412.455;14.868
Albijoy;430.833;-82.000
Albiol;412.539;10.935
Albiol;412.539;10.935
Albir;385.683;-0.0686
Albir;389.167;-0.4667
Albiz;432.500;-26.333
Albiztur;431.300;-21.344
Albiztur;431.300;-21.344
Alboc†cer;403.572;0.0255
Albolod£y;370.333;-26.167
Albolote;372.301;-36.555
Albolote;372.301;-36.555
Albond¢n;368.281;-32.113
Albond¢n;368.281;-32.113
Alborache;393.833;-0.7667
Alborache;393.833;-0.7667
Alboraya;395.000;-0.3500
Alboraya;395.000;-0.3500
Alborea;392.833;-13.833
Alborea;392.833;-13.833
Alborge;413.333;-0.3500
Albox;373.886;-21.495
Albox;373.833;-21.333
Alboy;389.667;-0.4833
Albu§†n;372.271;-31.332
Albu§ol;367.919;-32.024
Albu§ol;367.919;-32.024
Albu§uelas;369.289;-36.313
Albu§uelas;369.289;-36.313
Albudeite;380.290;-13.866
Albuixech;395.500;-0.3167
Albuixech;395.500;-0.3167
Albuj¢n;377.167;-10.482
Alburquerque;392.208;-70.023
Alburquerque;392.208;-70.023
Alc†cer;393.667;-0.4333
Alc†ntara;397.189;-68.838
Alc†ntara;397.167;-68.833
Alc†ntara De J£car;390.667;-0.5500
Alc†zar;368.505;-33.410
Alc†zar;393.913;-32.098
Alc†zar De San Juan;393.913;-32.098
Alc†zar De San Juan;393.901;-32.083
Alc†zar Del Rey;400.629;-28.078
Alc†zares;377.409;-0.8511
Alca§ices;416.994;-63.465
Alca§iz;410.500;-0.1333
Alca§iz;410.500;-0.1333
Alca§izo;399.032;-51.059
Alca§izo;399.032;-51.059
Alcab¢n;400.022;-43.685
Alcadozo;386.492;-19.800
Alcal†;282.002;-168.245
Alcal†;375.178;-59.819
Alcal†;375.178;-59.819
Alcal† De Chivert;403.042;0.2249
Alcal† De Ebro;418.149;-11.943
Alcal† De Ebro;418.149;-11.943
Alcal† De Guadaira;373.379;-58.395
Alcal† De Guadaira;373.379;-58.395
Alcal† De Henares;404.746;-33.917
Alcal† De Henares;404.814;-33.764
Alcal† De Henares;404.779;-33.671
Alcal† De Henares;404.953;-33.669
Alcal† De Henares;404.833;-33.667
Alcal† De Henares;404.833;-33.667
Alcal† De Henares;404.831;-33.632
Alcal† De Henares;404.820;-33.600
Alcal† De La Jovada;387.948;-0.2514
Alcal† De La Jovada;387.948;-0.2514
Alcal† De La Selva;403.718;-0.7201
Alcal† De La Selva;403.718;-0.7201
Alcal† De Los Gazules;364.621;-57.238
Alcal† De Los Gazules;364.621;-57.238
Alcal† Del J£car;392.000;-14.333
Alcal† Del J£car;392.000;-14.333
Alcal† Del Valle;369.045;-51.724
Alcal† Del Valle;369.045;-51.724
Alcal† La Real;374.694;-39.500
Alcal† La Real;374.667;-39.333
Alcal† La Real;374.614;-39.230
Alcal† La Real;374.667;-38.833
Alcala;403.042;0.2249
Alcala;403.000;0.2333
Alcalal°;387.504;-0.0401
Alcalal°;387.504;-0.0401
Alcan¢;414.806;0.6166
Alcan¢;414.667;0.6167
Alcanadre;424.049;-21.207
Alcanadre;424.049;-21.207
Alcanar;405.443;0.4809
Alcanar;405.500;0.4833
Alcantarilla;379.694;-12.171
Alcantarilla;379.694;-12.171
Alcaracejos;383.833;-49.667
Alcaracejos;383.833;-49.667
Alcaraz;386.668;-24.911
Alcaraz;386.668;-24.911
Alcarras;415.646;0.5247
Alcarras;415.646;0.5247
Alcauc°n;369.026;-41.139
Alcauc°n;369.026;-41.139
Alcaudete;376.000;-40.833
Alcaudete;375.909;-40.824
AlcazarÇn;413.667;-46.667
Alceda;432.000;-39.167
Alcira;391.500;-0.4333
Alco;387.054;-0.4743
Alcoba De La Ribera;425.503;-58.309
Alcobendas;402.667;-38.500
Alcobendas;402.667;-38.500
Alcobendas;402.667;-38.500
Alcobendas;405.439;-36.357
AlcocÇber;402.514;0.2843
Alcocebre;402.514;0.2843
Alcocer;404.697;-26.094
Alcocer De Planes;387.950;-0.4024
Alcocero De Mola;424.722;-33.579
Alcolea;369.742;-29.611
Alcolea;410.357;-24.665
Alcolea De Calatrava;389.868;-41.160
Alcolea De Cinca;417.200;0.1164
Alcolea De Cinca;417.200;0.1164
Alcolea De Tajo;398.097;-51.474
Alcolea Del R°o;376.151;-56.669
Alcolea Del R°o;376.151;-56.669
Alcolecha;386.833;-0.3333
Alcoletge;416.476;0.6938
Alcoletge;416.476;0.6938
Alcollar°n;392.500;-57.333
Alconada;409.109;-53.630
Alconchel;385.165;-70.716
Alconera;384.000;-64.667
Alconera;384.000;-64.667
Alcora;401.167;-0.1958
Alcora;400.667;-0.2000
Alcoraya;383.791;-0.6269
Alcorc¢n;403.495;-38.363
Alcorc¢n;403.500;-38.333
Alcorc¢n;403.500;-38.333
Alcorc¢n;403.500;-38.333
Alcorc¢n;403.500;-38.333
Alcorc¢n;403.465;-38.125
Alcorisa;408.930;-0.3803
Alcorisa;408.930;-0.3803
Alcoroches;406.267;-17.463
Alcotas;400.167;-0.7833
Alcover;412.627;11.701
Alcover;412.627;11.701
Alcoy;387.000;-0.4667
Alcoy;387.000;-0.4667
Alcoy;387.000;-0.4667
Alcoy;387.000;-0.4667
Alcoy;387.054;-0.4743
Alcoy;386.978;-0.4770
Alcoz;430.021;-16.684
AlcuÇscar;391.809;-62.292
Alcubierre;418.076;-0.4529
Alcubillas;387.500;-31.333
Alcublas;398.000;-0.7000
Alcublas;398.000;-0.7000
Alcudia;372.567;-30.979
Alcudia;397.778;30.370
Alcudia;398.667;31.167
Alcudia;398.536;31.224
Alcudia;387.591;-0.4294
Alcudia;387.591;-0.4294
Alcudia De Carlet;392.000;-0.5000
Alcudia De Crespins;389.728;-0.5908
Alcudia De Crespins;389.728;-0.5908
Alcudia De Guadix;372.567;-30.979
Alcudia De Monteagud;372.353;-22.665
Alcudia De Veo;399.167;-0.3500
Alcuetas;422.667;-54.333
Alda;427.667;-23.333
Aldaba;428.557;-17.522
Aldaca;432.667;-26.000
Aldaya;394.667;-0.4500
Aldaz;430.096;-18.610
Aldea;432.416;-54.958
Aldea;432.416;-54.958
Aldea Blanca;278.403;-154.761
Aldea De San Miguel;414.610;-46.158
Aldea De San Nicolas;279.833;-157.667
Aldea De San Nicolas;279.833;-157.667
Aldea Del Cano;392.887;-63.181
Aldea Del Fresno;403.237;-42.044
Aldea Del Fresno;403.237;-42.044
Aldea Del Obispo;395.635;-59.113
Aldea Del Rey;387.383;-38.402
Aldea Del Rey;387.383;-38.402
Aldea Del Rey Ni§o;405.859;-47.448
Aldeacentenera;395.272;-56.294
Aldead†vila De La Ribera;412.177;-66.179
Aldeaencabo De Escalona;401.833;-44.500
Aldeahermosa;383.290;-31.269
Aldeahermosa;383.290;-31.269
Aldealcorvo;412.500;-37.833
Aldealengua;409.809;-55.492
Aldealengua;409.809;-55.492
Aldeamayor De San Mart°n;415.126;-46.395
Aldeamayor De San Mart°n;415.126;-46.395
Aldeanueva;405.613;-66.534
Aldeanueva De Atienza;411.667;-31.000
Aldeanueva De Barbarroya;397.500;-50.167
Aldeanueva De Ebro;422.291;-18.874
Aldeanueva De Ebro;422.291;-18.874
Aldeanueva De Figueroa;411.500;-55.167
Aldeanueva De La Vera;401.271;-57.015
Aldeanueva De La Vera;401.271;-57.015
Aldeanueva Del Camino;402.598;-59.289
Aldeanueva Del Camino;402.598;-59.289
Aldeanueva Del Codonal;410.824;-45.437
Aldeaquemada;384.122;-33.714
Aldeaquemada;384.122;-33.714
Aldearrubia;410.000;-55.000
Aldearrubia;410.081;-54.983
Aldeasaz;410.667;-39.500
Aldeaseca;410.491;-48.171
Aldeaseca;410.491;-48.171
Aldeaseca De Alba;408.167;-54.500
Aldeaseca De Armu§a;410.167;-56.667
Aldeatejada;409.217;-56.927
Aldeatejada;409.217;-56.927
Aldeavieja;407.431;-44.710
Aldehuela;402.992;-35.936
Aldehuela;402.667;-10.500
Aldehuela De La B¢veda;408.508;-60.526
Aldehuela De Yeltes;406.500;-62.333
Aldehuela Del Jerte;400.133;-62.390
Aldehuela Del Jerte;400.133;-62.390
Aldeire;371.601;-30.720
Aldeire;371.601;-30.720
Aldover;408.811;0.4989
Aldover;408.811;0.4989
Alea;434.333;-51.500
Aledo;377.934;-15.736
Alegr°a;428.412;-25.118
Alegr°a;428.412;-25.118
Alegr°a De Oria;431.008;-20.976
Aleixar;412.015;10.461
Alella;414.938;22.945
Alella;414.942;22.947
Alentorn;419.253;10.638
Alerre;421.667;-0.4667
Ales¢n;424.000;-26.833
Alesanco;424.141;-28.167
Alf†ntega;418.292;0.1481
Alf†ntega;418.167;0.1500
AlfÇs;415.214;0.6205
AlfÇs;415.214;0.6205
Alfa°z;371.333;-19.667
Alfacar;372.366;-35.697
Alfacar;372.366;-35.697
Alfafar;394.167;-0.3833
Alfafara;387.734;-0.5555
Alfages;418.243;0.2831
Alfahuir;389.290;-0.2513
Alfajar°n;416.140;-0.7037
Alfajar°n;416.140;-0.7037
AlfamÇn;414.392;-12.446
Alfambra;405.464;-10.331
Alfambra;405.464;-10.331
Alfara;395.500;-0.3833
Alfara De Carles;408.737;0.4002
Alfara Del Patriarca;395.500;-0.3833
Alfara Del Patriarca;395.500;-0.3833
Alfarer°a;387.333;-0.0167
Alfarnate;369.943;-42.593
Alfarnatejo;369.792;-42.730
Alfaro;421.803;-17.502
Alfaro;421.803;-17.502
Alfarp;392.833;-0.5500
Alfarp;392.833;-0.5500
Alfarr†s;418.301;0.5702
Alfarr†s;418.301;0.5702
Alfarrasi;389.048;-0.4972
Alfarrasi;389.048;-0.4972
Alfocea;417.333;-0.9500
Alfondeguilla;398.333;-0.2667
Alfondeguilla;398.333;-0.2667
Alforins;383.833;-0.9167
Alforins;383.833;-0.9167
Alforja;412.111;0.9754
Alforja;412.111;0.9754
Alg†mitas;370.152;-51.495
Alg†mitas;370.152;-51.495
Algaba;374.637;-60.129
Algadefe;422.193;-55.842
Algadefe;422.193;-55.842
Algaida;381.000;-12.833
Algaida;395.500;28.667
Algaida;395.500;28.667
Algar;366.575;-56.556
Algar;366.575;-56.556
Algar;376.474;-0.8670
Algar;376.474;-0.8670
Algar De Palancia;397.833;-0.3667
Algarinejo;373.250;-41.577
Algarinejo;373.250;-41.577
Algarrobo;367.739;-40.395
Algatoc°n;365.735;-52.758
Algatoc°n;365.667;-52.667
Algay¢n;418.329;0.3795
Algay¢n;418.329;0.3795
Algeciras;361.415;-54.552
Algeciras;361.275;-54.539
Algeciras;361.275;-54.539
Algeciras;361.275;-54.539
Algeciras;361.333;-54.505
Algeciras;361.447;-54.485
Algeciras;361.308;-54.462
Algeciras;361.240;-54.438
Algemes°;391.833;-0.4333
Algemes°;391.833;-0.4333
Algerri;418.148;0.6363
Algete;408.318;-35.167
Algete;406.000;-35.000
Algete;405.971;-34.974
Algezares;379.442;-11.113
Algimia De Alfara;397.500;-0.3667
Algimia De Alfara;397.500;-0.3667
Algimia De Almonacid;399.167;-0.4333
Alginet;392.667;-0.4667
Alginet;392.667;-0.4667
Algodonales;368.813;-54.050
Algodonales;368.813;-54.050
Algodre;415.667;-56.000
Algora;409.667;-26.667
Algorfa;380.864;-0.7965
Algorfa;381.167;-0.8000
Algorta;433.493;-30.100
Algorta;433.493;-30.100
Algorta;433.493;-30.100
Alguaire;417.370;0.5845
Alguaire;417.370;0.5845
Alguazas;380.536;-12.505
Alguazas;380.536;-12.505
Algue§a;383.391;-10.043
Algue§a;383.391;-10.043
Alh¢ndiga;405.267;-28.244
Alhabia;369.900;-25.866
Alhabia;369.900;-25.866
Alhama;412.966;-18.936
Alhama;378.510;-14.251
Alhama De Almer°a;369.569;-25.686
Alhama De Almer°a;369.569;-25.686
Alhama De Arag¢n;412.966;-18.936
Alhama De Arag¢n;412.966;-18.936
Alhama De Granada;370.069;-39.896
Alhama De Granada;370.069;-39.896
Alhama De Murcia;378.510;-14.251
Alhama De Murcia;378.500;-14.167
Alhambra;388.993;-30.533
Alhaur°n De La Torre;366.631;-45.627
Alhaur°n De La Torre;366.631;-45.627
Alhaur°n El Grande;366.430;-46.873
Alhaur°n El Grande;366.430;-46.873
Alhend°n;371.105;-36.457
Alhend°n;371.105;-36.457
Ali¢;412.942;13.059
Ali¢;412.942;13.059
Aliaga;406.667;-0.7000
Aliaguilla;397.333;-13.167
Alic£n;369.658;-26.021
Alic£n;369.658;-26.021
Alic£n De Ortega;376.090;-31.365
Alicante;389.167;-0.1167
Alicante;383.597;-0.4517
Alicante;384.000;-0.4667
Alicante;383.427;-0.4787
Alicante;383.452;-0.4815
Alicante;383.452;-0.4815
Alicante;383.452;-0.4815
Alicante;383.452;-0.4815
Alicante;383.452;-0.4815
Alicante;383.452;-0.4815
Alicante;383.452;-0.4815
Alicante;383.452;-0.4815
Alicante;383.452;-0.4815
Alicante;383.452;-0.4815
Alicante;383.466;-0.4819
Alicante;383.466;-0.4819
Alicante;383.466;-0.4830
Alicante;383.462;-0.4877
Alicante;383.462;-0.4877
Alicante;383.462;-0.4877
Alicante;383.462;-0.4877
Alicante;383.462;-0.4877
Alicante;383.428;-0.4907
Alicante;383.376;-0.4983
Alicante;383.199;-0.5584
Alicante;384.000;-0.5833
Alicante;381.000;-0.7333
Alija;421.387;-58.348
Aliseda;394.233;-66.923
Aliseda;394.233;-66.923
Aljaraque;372.699;-70.231
Aljaraque;372.667;-70.167
Aljaraque;372.739;-69.889
Aljariz;372.500;-19.333
Aljezares;379.442;-11.113
Aljorf;388.466;-0.5214
Aljorra;376.907;-10.687
AljucÇn;390.443;-63.311
Aljucer;379.558;-11.530
Aljucer;379.558;-11.530
AllÇs;433.345;-47.068
Allande;432.667;-66.167
Allariz;421.904;-78.015
Allariz;421.901;-78.010
Allende;431.658;-31.019
Aller;431.691;-57.500
Aller;431.615;-56.234
Alli;430.000;-19.000
Allo;425.674;-20.205
Allo;425.674;-20.205
Alloz;427.000;-19.500
Alloza;409.694;-0.5294
Alloza;409.694;-0.5294
Alm†cera;395.167;-0.3500
Alm†char;368.089;-42.161
Alm†zcara;425.940;-65.039
Alm†zcara;425.940;-65.039
Almacellas;417.295;0.4391
AlmadÇn;387.754;-48.316
AlmadÇn;387.754;-48.316
AlmadÇn De La Plata;378.667;-60.667
Almadenejos;387.385;-47.107
Almadraba;366.167;-63.833
Almagro;388.894;-37.113
Almagro;388.894;-37.113
Almagros;377.667;-12.667
Almansa;388.692;-10.971
Almansa;388.692;-10.971
Almanza;426.582;-50.362
Almanzora;373.493;-21.364
Almaraz;398.142;-56.770
Almaraz;398.142;-56.770
Almarch;385.366;-0.4977
Almargen;370.021;-50.218
Almargen;370.021;-50.218
Almatret;413.000;-0.4333
Almayate Alto;367.333;-41.333
Almayate Bajo;367.329;-41.299
Almaz†n;414.865;-25.309
Almaz†n;414.865;-25.309
Almazora;399.500;-0.0500
Almazora;399.475;-0.0650
Almed°jar;398.667;-0.4000
Almedina;386.245;-29.538
Almedinilla;374.414;-40.950
Almedinilla;374.333;-40.833
Almeg°jar;369.026;-33.012
Almeida;412.667;-60.667
Almeiras;433.000;-83.667
Almenar;417.960;0.5683
Almenar;417.960;0.5683
Almenara;379.000;-37.333
Almenara;397.500;-0.2167
Almenara;397.500;-0.2167
Almenara De Adaja;412.141;-46.782
Almenara De Tormes;410.639;-58.235
Almendral;386.142;-68.210
Almendral;386.142;-68.210
Almendralejo;386.832;-64.075
Almendralejo;386.833;-64.000
Almendricos;374.726;-17.747
Almendricos;374.726;-17.747
Almendros;399.333;-28.833
Almensilla;373.110;-61.100
Almensilla;373.110;-61.100
Almer°a;368.333;-26.333
Almer°a;368.365;-24.606
Almer°a;368.353;-24.508
Almer°a;368.333;-24.500
Almer°a;368.333;-24.500
Almer°a;368.333;-24.500
Almer°a;368.333;-24.500
Almer°a;368.333;-24.500
Almer°a;368.333;-24.500
Almer°a;368.333;-24.500
Almer°a;368.333;-24.500
Almer°a;368.333;-24.500
Almer°a;368.333;-24.500
Almer°a;368.333;-24.500
Almer°a;368.337;-24.483
Almer°a;368.167;-24.167
Almer°a;368.917;-23.167
Almer°a;371.500;-23.167
Almer°a;369.333;-22.833
Almer°a;368.833;-21.667
Almer°a;373.500;-21.333
Almer°a;369.109;-21.246
Almer°a;368.796;-20.870
Almer°a;369.833;-19.000
Almer°a;372.667;-18.333
Almiserat;389.167;-0.2833
Almiserat;389.161;-0.2873
Almoc†izar;371.333;-20.167
Almod¢var Del Campo;387.094;-41.791
Almod¢var Del Campo;387.094;-41.791
Almod¢var Del Pinar;397.167;-18.833
Almod¢var Del R°o;378.107;-50.204
Almod¢var Del R°o;378.000;-50.167
